INDEX,Gender,Brand,Fragrance,Top,Heart,Base,Description,Longevity,Seasonal Use,Occasion,Projection/Sillage,Price,Rating,Overview
596,Women,Vera Wang,Lovestruck,"Pink Guava, Angelica, Mandarin","Tuberose, Lotus Blossom, Jasmine","Woods, Musk, Vanilla",A passionate and feminine scent inspired by a modern-day Romeo and Juliet love story.,Moderate,Spring & Summer,All,Moderate,Expensive,4.2,"Women,Vera Wang,Lovestruck,Pink Guava, Angelica, Mandarin,Tuberose, Lotus Blossom, Jasmine,Woods, Musk, Vanilla,A passionate and feminine scent inspired by a modern-day Romeo and Juliet love story.,Moderate,Spring & Summer,All,Moderate,Expensive,4.2"
597,Women,Vera Wang,Lovestruck,"Pink Guava, Mandarin, Angelica Blossom","Tuberose, Lotus Blossom","Woody Notes, Musk","A youthful, romantic scent, Lovestruck opens with bright citrus and fruity notes, moving into a heart of delicate florals, and finishing with a warm, musky base.",Short,Spring & Summer,Casual (All),Heavy,Expensive,4.4,"Women,Vera Wang,Lovestruck,Pink Guava, Mandarin, Angelica Blossom,Tuberose, Lotus Blossom,Woody Notes, Musk,A youthful, romantic scent, Lovestruck opens with bright citrus and fruity notes, moving into a heart of delicate florals, and finishing with a warm, musky base.,Short,Spring & Summer,Casual (All),Heavy,Expensive,4.4"
598,Men,Olfactive Studio,Lumière Blanche,"Cardamom, Star anise, Cinnamon","Almond milk, Cashmere wood, Sandalwood","White musk, Tonka bean, Cedarwood",A spicy and milky scent that evokes the warmth of a cozy fireplace.,Moderate to long-lasting,Fall & Winter,Casual (Daytime),Moderate to Heavy,Exorbitant,4.2,"Men,Olfactive Studio,Lumière Blanche,Cardamom, Star anise, Cinnamon,Almond milk, Cashmere wood, Sandalwood,White musk, Tonka bean, Cedarwood,A spicy and milky scent that evokes the warmth of a cozy fireplace.,Moderate to long-lasting,Fall & Winter,Casual (Daytime),Moderate to Heavy,Exorbitant,4.2"
599,Unisex,Olfactive Studio,Lumière Blanche,"Cardamom, Star Anise, Cinnamon","Almond Milk, Cashmere Wood, White Musk","Tonka Bean, Sandalwood, Cedarwood","A creamy and spicy unisex fragrance, featuring sweet almond milk and cinnamon, and a woody and musky base.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.0,"Unisex,Olfactive Studio,Lumière Blanche,Cardamom, Star Anise, Cinnamon,Almond Milk, Cashmere Wood, White Musk,Tonka Bean, Sandalwood, Cedarwood,A creamy and spicy unisex fragrance, featuring sweet almond milk and cinnamon, and a woody and musky base.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.0"
600,Men,Prada,Luna Rossa,"Bitter orange, lavender","Clary sage, spearmint","Ambroxan, ambrette","A fresh, clean and crisp fragrance inspired by the world of sailing. It is perfect for the man who loves adventure and the great outdoors.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3,"Men,Prada,Luna Rossa,Bitter orange, lavender,Clary sage, spearmint,Ambroxan, ambrette,A fresh, clean and crisp fragrance inspired by the world of sailing. It is perfect for the man who loves adventure and the great outdoors.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3"
601,Men,Prada,Luna Rossa Black,"Bergamot, angelica","Patchouli, coumarin","Musk, amber","A bold and intense fragrance inspired by the world of extreme sailing. It exudes strength, power and masculinity, and is perfect for the modern man who loves adventure.",Moderate,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.4,"Men,Prada,Luna Rossa Black,Bergamot, angelica,Patchouli, coumarin,Musk, amber,A bold and intense fragrance inspired by the world of extreme sailing. It exudes strength, power and masculinity, and is perfect for the modern man who loves adventure.,Moderate,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.4"
602,Men,Prada,Luna Rossa Carbon,"Bergamot, pepper","Lavender, soil tincture, metallic note","Patchouli, ambroxan","A modern and sophisticated fragrance inspired by the collision of nature and technology. It exudes energy, vitality and lightness, and is perfect for the adventurous spirit.",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.5,"Men,Prada,Luna Rossa Carbon,Bergamot, pepper,Lavender, soil tincture, metallic note,Patchouli, ambroxan,A modern and sophisticated fragrance inspired by the collision of nature and technology. It exudes energy, vitality and lightness, and is perfect for the adventurous spirit.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.5"
603,Men,Prada,Luna Rossa Ocean,"Bergamot, lemon","Lavender, ozonic accord, geranium","Ambergris, ambroxan","A fresh and aquatic fragrance inspired by the power of the ocean. It exudes energy, vitality and freedom, and is perfect for the man who loves the sea.",Moderate,All Seasons,Casual (All),Moderate,Expensive,4.4,"Men,Prada,Luna Rossa Ocean,Bergamot, lemon,Lavender, ozonic accord, geranium,Ambergris, ambroxan,A fresh and aquatic fragrance inspired by the power of the ocean. It exudes energy, vitality and freedom, and is perfect for the man who loves the sea.,Moderate,All Seasons,Casual (All),Moderate,Expensive,4.4"
604,Men,Prada,Luna Rossa Sport,"Lavender, juniper berries","Ginger, tonka bean","Vanilla, heliotrope","A fresh and energetic fragrance inspired by the world of extreme sailing. It exudes power, strength and adrenaline, and is perfect for the man who loves adventure.",Long-lasting,All Seasons,Casual (All),Moderate,Expensive,4.3,"Men,Prada,Luna Rossa Sport,Lavender, juniper berries,Ginger, tonka bean,Vanilla, heliotrope,A fresh and energetic fragrance inspired by the world of extreme sailing. It exudes power, strength and adrenaline, and is perfect for the man who loves adventure.,Long-lasting,All Seasons,Casual (All),Moderate,Expensive,4.3"
605,Men,Amouage,Lyric Man,"Bergamot, lime, saffron, ginger, nutmeg, cardamom, orange blossom, rose, jasmine, ylang-ylang, geranium, iris, patchouli, sandalwood, vetiver, incense, musk, tonka bean","Orange blossom, rose, jasmine, ylang-ylang, geranium, iris","Patchouli, sandalwood, vetiver, incense, musk, tonka bean","A rich and complex fragrance with a spicy, floral, and woody profile. It's perfect for special occasions or when you want to feel luxurious and sophisticated.",Long-lasting,Fall & Winter,Casual (Evening),Moderate,Exorbitant,4.3,"Men,Amouage,Lyric Man,Bergamot, lime, saffron, ginger, nutmeg, cardamom, orange blossom, rose, jasmine, ylang-ylang, geranium, iris, patchouli, sandalwood, vetiver, incense, musk, tonka bean,Orange blossom, rose, jasmine, ylang-ylang, geranium, iris,Patchouli, sandalwood, vetiver, incense, musk, tonka bean,A rich and complex fragrance with a spicy, floral, and woody profile. It's perfect for special occasions or when you want to feel luxurious and sophisticated.,Long-lasting,Fall & Winter,Casual (Evening),Moderate,Exorbitant,4.3"
606,Unisex,Galimard,Lys Epona,"Lemon, Bergamot","Lily of the valley, Rose","Musk, Vanilla, Sandalwood","A fresh and floral fragrance that has a powdery finish, perfect for the summer months.",Long-lasting,Spring & Summer,Formal (Evening),Strong,Exorbitant,4.5,"Unisex,Galimard,Lys Epona,Lemon, Bergamot,Lily of the valley, Rose,Musk, Vanilla, Sandalwood,A fresh and floral fragrance that has a powdery finish, perfect for the summer months.,Long-lasting,Spring & Summer,Formal (Evening),Strong,Exorbitant,4.5"
607,Women,Caron Paris,M,"Bergamot, Lemon, Lavender","Jasmine, Rose, Carnation","Amber, Musk, Vanilla",M is a floral fragrance with a sweet and powdery scent. It's perfect for those who enjoy classic and elegant fragrances.,Moderate,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.2,"Women,Caron Paris,M,Bergamot, Lemon, Lavender,Jasmine, Rose, Carnation,Amber, Musk, Vanilla,M is a floral fragrance with a sweet and powdery scent. It's perfect for those who enjoy classic and elegant fragrances.,Moderate,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.2"
608,Men,Yves Saint Laurent,M7 Oud Absolu,"Bergamot, Mandarin","Oud, Labdanum","Amber, Musk","A luxurious and spicy fragrance with a mix of citrus and woody notes, perfect for the sophisticated and refined man.",Long-lasting,Fall & Winter,Formal (All),Moderate,Exorbitant,4.3,"Men,Yves Saint Laurent,M7 Oud Absolu,Bergamot, Mandarin,Oud, Labdanum,Amber, Musk,A luxurious and spicy fragrance with a mix of citrus and woody notes, perfect for the sophisticated and refined man.,Long-lasting,Fall & Winter,Formal (All),Moderate,Exorbitant,4.3"
609,Unisex,Mad et Len,Mad et Len No. 1,"Cinnamon, Nutmeg","Orange blossom, Ylang-ylang","Sandalwood, Patchouli, Amber",An earthy and spicy fragrance that is both warm and woody with a sweet and musky undertone.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.1,"Unisex,Mad et Len,Mad et Len No. 1,Cinnamon, Nutmeg,Orange blossom, Ylang-ylang,Sandalwood, Patchouli, Amber,An earthy and spicy fragrance that is both warm and woody with a sweet and musky undertone.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.1"
610,Men,Gucci,Made to Measure,"Calabrian Bergamot, Tunisian Orange Flower","French Lavender, Anise Seed","Sri Lankan Nutmeg, Juniper Berry","A spicy and woody fragrance with a mix of fresh and warm notes, perfect for the stylish and sophisticated man.",Long-lasting,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.4,"Men,Gucci,Made to Measure,Calabrian Bergamot, Tunisian Orange Flower,French Lavender, Anise Seed,Sri Lankan Nutmeg, Juniper Berry,A spicy and woody fragrance with a mix of fresh and warm notes, perfect for the stylish and sophisticated man.,Long-lasting,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.4"
611,Women,Parfums de Nicolai,Mademoiselle de la Valliere,"Bergamot, orange blossom, galbanum","Jasmine, tuberose, ylang-ylang","Vanilla, musk, benzoin",A floral and fresh fragrance with a hint of sweetness,Long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.2,"Women,Parfums de Nicolai,Mademoiselle de la Valliere,Bergamot, orange blossom, galbanum,Jasmine, tuberose, ylang-ylang,Vanilla, musk, benzoin,A floral and fresh fragrance with a hint of sweetness,Long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.2"
612,Women,Nina Ricci,Mademoiselle Ricci,"Rose, pink pepper, raspberry","Lily of the valley, peony, rose","Patchouli, musk, amber","A floral and fruity fragrance that is fresh, elegant and romantic",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.1,"Women,Nina Ricci,Mademoiselle Ricci,Rose, pink pepper, raspberry,Lily of the valley, peony, rose,Patchouli, musk, amber,A floral and fruity fragrance that is fresh, elegant and romantic,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.1"
613,Women,Lancome,Magie Noire,"Hyacinth, Raspberry, Bulgarian Rose","Jasmine, Cinnamon, Ylang-Ylang","Amber, Musk, Patchouli",A mysterious and sensual fragrance with a hint of spice,Long-lasting,Fall & Winter,Casual (Evening),Heavy,Expensive,4.5,"Women,Lancome,Magie Noire,Hyacinth, Raspberry, Bulgarian Rose,Jasmine, Cinnamon, Ylang-Ylang,Amber, Musk, Patchouli,A mysterious and sensual fragrance with a hint of spice,Long-lasting,Fall & Winter,Casual (Evening),Heavy,Expensive,4.5"
614,Women,Penhaligon's,Malabah,"Lemon, Earl Grey Tea, Ginger","Rose, Jasmine, Orris Root, Cardamom","Amber, Vanilla, Musk, Sandalwood","Malabah by Penhaligon's is a spicy oriental fragrance for women that features lemon, Earl Grey tea, ginger, rose, jasmine, orris root, cardamom, amber, vanilla, musk, and sandalwood. It's a warm and comforting scent that's perfect for fall and winter. This perfume has an average user rating of 4.1 out of 5 stars.",Moderate to long-lasting,Fall & Winter,Formal (All),Moderate to Strong,Exorbitant,4.1,"Women,Penhaligon's,Malabah,Lemon, Earl Grey Tea, Ginger,Rose, Jasmine, Orris Root, Cardamom,Amber, Vanilla, Musk, Sandalwood,Malabah by Penhaligon's is a spicy oriental fragrance for women that features lemon, Earl Grey tea, ginger, rose, jasmine, orris root, cardamom, amber, vanilla, musk, and sandalwood. It's a warm and comforting scent that's perfect for fall and winter. This perfume has an average user rating of 4.1 out of 5 stars.,Moderate to long-lasting,Fall & Winter,Formal (All),Moderate to Strong,Exorbitant,4.1"
615,Women,Juicy Couture,Malibu Surf,"Red apple, Strawberry, Mandarin","Water lily, Jasmine, Gardenia","Musk, Vanilla, Woods","A sweet and fresh fragrance with fruity and floral notes, perfect for a day at the beach.",Long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5,"Women,Juicy Couture,Malibu Surf,Red apple, Strawberry, Mandarin,Water lily, Jasmine, Gardenia,Musk, Vanilla, Woods,A sweet and fresh fragrance with fruity and floral notes, perfect for a day at the beach.,Long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5"
616,Men,Bvlgari,Man,"Bergamot, Violet, Lotus","Vetiver, Woodsy Notes, Sandalwood","Amber, Musk, Honey","A woody and spicy fragrance that's sophisticated and elegant, yet not overpowering.",Moderate,All Seasons,All,Moderate,Expensive,4.5,"Men,Bvlgari,Man,Bergamot, Violet, Lotus,Vetiver, Woodsy Notes, Sandalwood,Amber, Musk, Honey,A woody and spicy fragrance that's sophisticated and elegant, yet not overpowering.,Moderate,All Seasons,All,Moderate,Expensive,4.5"
617,Women,Jimmy Choo,Man,"Lavender, Honeydew Melon",Pineapple Leaf,"Patchouli, Suede","A fresh and woody fragrance that embodies the modern, confident man with a rebellious spirit",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.5,"Women,Jimmy Choo,Man,Lavender, Honeydew Melon,Pineapple Leaf,Patchouli, Suede,A fresh and woody fragrance that embodies the modern, confident man with a rebellious spirit,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.5"
618,Men,Bvlgari,Man Black Cologne,"Citrusy, aquatic","Spicy, floral, tobacco","Woody, amber, musky","Bvlgari Man Black Cologne is a fresh and masculine fragrance that opens with citrusy and aquatic notes. The heart notes of spicy, floral, and tobacco add a sophisticated and elegant twist, while the base notes of woody, amber, and musky give the fragrance a warm and sensual finish.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3,"Men,Bvlgari,Man Black Cologne,Citrusy, aquatic,Spicy, floral, tobacco,Woody, amber, musky,Bvlgari Man Black Cologne is a fresh and masculine fragrance that opens with citrusy and aquatic notes. The heart notes of spicy, floral, and tobacco add a sophisticated and elegant twist, while the base notes of woody, amber, and musky give the fragrance a warm and sensual finish.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3"
619,Women,Jimmy Choo,Man Blue,"Clary Sage, Black Pepper",Leather,"Vanilla, Sandalwood","A woody aromatic fragrance that combines freshness and sensuality, perfect for the urban, modern man",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4,"Women,Jimmy Choo,Man Blue,Clary Sage, Black Pepper,Leather,Vanilla, Sandalwood,A woody aromatic fragrance that combines freshness and sensuality, perfect for the urban, modern man,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4"
620,Men,Versace,Man Eau Fraîche,"Bergamot, Lemon, Carambola (starfruit)","Pepper, Cardamom, Cedarwood","Musk, Woodsy notes","A fresh, aquatic fragrance with a Mediterranean touch, inspired by the Virile, sensual and confident man.",Long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.6,"Men,Versace,Man Eau Fraîche,Bergamot, Lemon, Carambola (starfruit),Pepper, Cardamom, Cedarwood,Musk, Woodsy notes,A fresh, aquatic fragrance with a Mediterranean touch, inspired by the Virile, sensual and confident man.,Long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.6"
621,Men,Bvlgari,Man Glacial Essence,"Juniper Berry, Ginger, Geranium","Ice Accord, Artemisia, Ginkgo Biloba","Musk, Woody Notes, Cedarwood",A fresh and icy fragrance that's perfect for the winter. The notes of juniper berry and ginger give it a spicy and invigorating scent.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3,"Men,Bvlgari,Man Glacial Essence,Juniper Berry, Ginger, Geranium,Ice Accord, Artemisia, Ginkgo Biloba,Musk, Woody Notes, Cedarwood,A fresh and icy fragrance that's perfect for the winter. The notes of juniper berry and ginger give it a spicy and invigorating scent.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.3"
622,Men,Bvlgari,Man in Black,"Rum, Spices, Tobacco","Leather, Tuberose, Iris","Benzoin, Tonka Bean, Guaiac Wood","A bold and intense fragrance that's perfect for a night out. The blend of rum, spices, and leather give it a warm and seductive aroma.",Long-lasting,Fall & Winter,Casual (Evening),Heavy,Exorbitant,4.6,"Men,Bvlgari,Man in Black,Rum, Spices, Tobacco,Leather, Tuberose, Iris,Benzoin, Tonka Bean, Guaiac Wood,A bold and intense fragrance that's perfect for a night out. The blend of rum, spices, and leather give it a warm and seductive aroma.,Long-lasting,Fall & Winter,Casual (Evening),Heavy,Exorbitant,4.6"
623,Men,Bvlgari,Man Wood Essence,"Coriander, Cypress, Vetiver","Cedar, Ambergris, Benzoin","Leather, Tonka Bean, Musk",A woody and earthy fragrance that's perfect for the outdoors. The notes of cypress and vetiver give it a fresh and natural scent.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4,"Men,Bvlgari,Man Wood Essence,Coriander, Cypress, Vetiver,Cedar, Ambergris, Benzoin,Leather, Tonka Bean, Musk,A woody and earthy fragrance that's perfect for the outdoors. The notes of cypress and vetiver give it a fresh and natural scent.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4"
624,Men,Tom Ford,Mandarino Di Amalfi,"Tarragon, Mint","Blackcurrant, Grapefruit","Basil, Amber","A fresh and citrusy fragrance with a blend of herbal and fruity notes, perfect for the energetic and playful man.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.4,"Men,Tom Ford,Mandarino Di Amalfi,Tarragon, Mint,Blackcurrant, Grapefruit,Basil, Amber,A fresh and citrusy fragrance with a blend of herbal and fruity notes, perfect for the energetic and playful man.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.4"
