Gender,Brand,Fragrance,Top,Heart,Base,Description,Rating,Longevity,Seasonal Use,Occasion,Price,Projection/Sillage
Women,Juicy Couture,Couture Couture,"Mandarin, Grapefruit, Orange blossom","Jasmine, Plum, Honeysuckle","Amber, Vanilla, Sandalwood","A bold and sensual fragrance with citrus and floral notes, perfect for a night out.",4.0,Long-lasting,All Seasons,Casual (Daytime),$$,Moderate
Women,Juicy Couture,Malibu Surf,"Red apple, Strawberry, Mandarin","Water lily, Jasmine, Gardenia","Musk, Vanilla, Woods","A sweet and fresh fragrance with fruity and floral notes, perfect for a day at the beach.",4.5,Long-lasting,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Juicy Couture,Hollywood Royal,"Candied apple, Pomelo, Pear","Jasmine, Gardenia, Tuberose","Cashmere wood, Vanilla, Marshmallow","A sweet and luxurious fragrance with fruity and floral notes, perfect for a red-carpet event.",4.2,Moderate,All Seasons,Casual (Daytime),$$,Moderate
Women,Juicy Couture,La La Malibu,"Green apple, Red currant, Mandarin","Lily of the valley, Orange blossom, Frangipani","Musk, Woods, Vanilla","A fresh and fruity fragrance with floral notes, perfect for a casual day out.",4.1,Long-lasting,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Juicy Couture,Viva La Juicy,"Mandarin, Wild berries, Jasmine","Gardenia, Honeysuckle, Jasmine","Amber, Caramel, Vanilla, Sandalwood","A sweet, floral scent with a touch of spice and vanilla",4.6,Long-lasting,All Seasons,Casual (All),$$,Heavy
Women,Juicy Couture,Viva La Juicy Gold Couture,"Berries, Tangerine, Jasmine","Coconut, Vanilla, Amber","Sandalwood, Golden amber, Caramel","A warm, fruity scent with a touch of coconut and vanilla",4.5,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Women,Juicy Couture,Juicy Couture,"Watermelon, Mandarin, Pink passion fruit","Water hyacinth, Marigold, Green apple","Crushed leaves, Creamy woods, Sheer musk","A fruity, floral scent with a fresh, green twist",4.4,Moderate,All Seasons,Casual (Daytime),$$,Moderate
Women,Juicy Couture,Viva La Juicy Soirée,"Pink kiwi, Sparkling mandarin, Cassis leaves","Indian jasmine sambac, Waterlily, Jasmine petals","Musk, Amber, Soft woods","A playful, floral scent with a touch of fruit and musk",4.4,Moderate,Spring & Summer,Formal (Evening),$$,Moderate
Women,Juicy Couture,I Am Juicy Couture,"Raspberry, Pineapple, Passionfruit","Gardenia, Rose, Heliotrope","Amber, Musk, Woodsy notes",A fruity-floral scent with a touch of musk and woodsy notes,4.3,Moderate to long-lasting,All Seasons,Casual (Daytime),$$,Moderate
Women,Juicy Couture,Couture La La,"Mandarin, Red currant, Green apple","Lily of the valley, Orange blossom, Violet leaves","Woodsy notes, Musk","A fresh, fruity-floral scent with a hint of musk",4.3,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Juicy Couture,Peace Love & Juicy Couture,"Lemon tree blossom, Hyacinth, Apple","Jasmine, Magnolia, Honeysuckle","Patchouli, Woodsy notes, Musk","A fresh, floral scent with a hint of earthy patchouli",4.3,Long-lasting,All Seasons,Casual (Daytime),$$,Heavy
Women,Juicy Couture,Viva La Juicy Noir,"Berries, Mandarin, Gardenia","Jasmine, Honeysuckle, Jasmine","Amber, Vanilla, Caramel, Sandalwood","A rich, sensual scent with a fruity, floral heart",4.3,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Women,Juicy Couture,Couture Couture,"Mandarin, Orange blossom, Grapefruit","Jasmine, Plum, Licorice","Amber, Vanilla, Sandalwood","A sweet, fruity scent with a touch of licorice",4.2,Moderate,All Seasons,Formal (Evening),$$$,Moderate
Women,Juicy Couture,Hollywood Royal,"Candied apple, Pear, Pomelo","Gardenia, Jasmine, Tuberose","Cashmere wood, Vanilla, Marshmallow","A sweet, fruity-floral scent with a hint of marshmallow",4.1,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Women,Jul et Mad,Aqua Sextius,"Lemon, bergamot, blackcurrant bud","Jasmine, lily of the valley, rose, fig","Cedarwood, musk, amber, caramel, vanilla",A fresh and floral fragrance with a hint of sweetness,4.3,Moderate to long-lasting,Spring & Summer,Casual (All),$$,Moderate
Unisex,Juliette Has A Gun,Not a Perfume,Ambroxan,N/A,N/A,"A minimalist fragrance with a single note of Ambroxan, which gives it a musky, warm, and slightly woody scent. Ideal for layering with other fragrances or wearing alone.",4.2,Moderate to long-lasting,All Seasons,All,$$$,Moderate projection
Unisex,Juliette Has A Gun,Lady Vengeance,"Bulgarian Rose, Patchouli, Vanilla","Bergamot, Lavender, Lily of the Valley","Musk, Amber, Iso E Super",A sultry and provocative fragrance with a floral and powdery profile.,4.1,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Women,Kenzo,Flowerbomb,"Bergamot, Tea","Jasmine, Freesia","Orchid, Rose","A sweet and floral fragrance with a touch of spice, inspired by the idea of a luxurious flower explosion.",4.6,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Women,Kenzo,Kenzo World,"Peony, Jasmine","Ambroxan, Iris","Red Fruits, Vanilla","A bold and modern scent that celebrates individuality and self-expression, with a fruity-floral composition.",4.3,Moderate,All Seasons,Casual (Daytime),$$,Moderate
Women,Kenzo,Kenzo Jungle,"Mandarin, Cardamom","Ylang-Ylang, Licorice","Patchouli, Vanilla","A spicy and exotic fragrance that evokes the lush, wild nature of the jungle, with a warm and sensual drydown.",4.3,Moderate,Fall & Winter,Formal (Evening),$$,Moderate
Women,Kenzo,L'Eau Kenzo,"Lemon, Mint","Lotus, Freesia","Cedar, White Musk","A refreshing and aquatic scent that captures the essence of water, with a crisp and clean aroma that energizes and uplifts.",4.4,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Kenzo,Flower by Kenzo,"Bulgarian Rose, Parma Violet","Vanilla, White Musk","Opoponax, Incense","A powdery and delicate fragrance that combines the softness of floral notes with the warmth of vanilla and incense, for a romantic and feminine aura.",4.5,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Kenzo,Kenzo Amour,"Rice, Frangipani","Cherry Blossom, Heliotrope","Vanilla, White Tea","A sensual and enveloping fragrance that celebrates the joy of travel and discovery, with a subtle sweetness and exotic charm.",4.5,Moderate,Fall & Winter,Casual (Daytime),$$,Moderate
Women,Kenzo,Kenzo World Power,"Red Fruits, Orange Blossom","Jasmine, Peony","Cedarwood, Ambroxan","A powerful and captivating scent that empowers women to seize the day and live life to the fullest, with a mix of fruity, floral, and woody notes.",4.4,Moderate,All Seasons,Formal (Evening),$$,Moderate
Women,Kenzo,Flower in the Air,"Raspberry, Pink Pepper","Rose, Magnolia","Cedar, Musk","A fresh and playful scent that captures the lightness and beauty of a floral bouquet floating in the air, with a delicate and elegant composition.",4.4,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Kenzo,Kenzo Homme,"Mint, Sage","Mahogany, Cedar","Vanilla, Musk","A classic and refined fragrance that embodies the essence of masculine elegance, with a woody and spicy aroma that exudes confidence and charm.",4.3,Moderate to long-lasting,All Seasons,Formal (Evening),$$,Moderate to heavy
Women,Kenzo,Kenzo Jeu d'Amour,"Mandarin, Pomegranate","Tuberose, Freesia","Cedar, Musk","A romantic and seductive fragrance that plays with the idea of love and flirtation, with a blend of fruity and floral notes that create a sensual and addictive scent.",4.4,Moderate,Fall & Winter,Formal (Evening),$$,Moderate
Women,Kilian,Forbidden Incense,"Aldehydes, plum, cardamom","Incense, cedarwood, patchouli","Vanilla, vetiver, labdanum, musk","A warm, spicy fragrance with an incense and vanilla accord",4.2,Moderate to long-lasting,Fall & Winter,Formal (All),$$$,Strong
Men,Krigler,Legend,"Bergamot, Orange Blossom, Lemon","Jasmine, Tuberose, Rose","Sandalwood, Musk, Patchouli","A timeless, classic fragrance with fresh and floral notes, created in 1904 for Russian royalty.",4.5,Long-lasting,Fall & Winter,Formal (Evening),$$,Heavy
Unisex,L'Artisan Parfumeur,Premier Figuier,"Fig Leaves, Almond Milk","Fig, Sandalwood, Cedar","Vanilla, Coconut","Premier Figuier by L'Artisan Parfumeur is a unisex fragrance that features fig leaves, almond milk, fig, sandalwood, cedar, and vanilla. It's a fresh and green scent that's perfect for spring and summer. This perfume has an average user rating of 4.1 out of 5 stars.",4.1,Moderate to long-lasting,Spring & Summer,Casual (Daytime),$$$,Moderate to Strong
Unisex,L'Artisan Parfumeur,Eau du Navigateur,"Coriander, cinnamon, nutmeg","Almond, patchouli, hay","Leather, cedarwood, oakmoss","A spicy and woody fragrance with notes of coriander, patchouli, and leather.",4.1,Moderate to long-lasting,Spring & Summer,Casual (Daytime),$$,Moderate to Strong
Unisex,L'Artisan Parfumeur,Dzing!,"Leather, musk, tonka bean","Styrax, cinnamon, saffron","Cedarwood, amber, balsam","An unusual and intriguing fragrance with notes of leather, musk, and cinnamon.",4.0,Moderate,All Seasons,Casual (Daytime),$$$,Moderate
Women,L'Artisan Parfumeur,Batucada,"Lime, Mint, Caipirinha Accord","Tiare Flower, Ylang-Ylang, Coconut","Vetiver, Musk, Amber",A fresh and tropical fragrance that is perfect for summer.,4.0,Moderate to long-lasting,Spring & Summer,Casual (All),$$,Strong
Unisex,L'Occitane,Eau de Cédrat,"Bergamot, Cedrat, Grapefruit","Mint, Basil, Ginger","Cedarwood, Vetiver, White Musk",A fresh and citrusy fragrance with an herbaceous heart. Suitable for daytime wear in spring and summer.,4.4,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,L'Occitane,Violette,"Blackcurrant, Violet, Iris","Rose, Jasmine","Vanilla, Sandalwood, Musk",A sweet and floral fragrance with a prominent violet note. Suitable for daytime wear in spring and summer.,4.3,Moderate,Spring & Fall,Casual (Daytime),$$,Moderate
Women,L'Orchestre Parfum,Le Sixième,"Bergamot, Lemon, Lavender","Blackcurrant, Nutmeg, Ylang-Ylang","Vetiver, Cedarwood, Musk",A fresh and spicy fragrance that is perfect for any occasion.,4.4,Moderate to long-lasting,Spring & Summer,Casual (All),$$$,Moderate
Unisex,Laboratorio Olfattivo,Salina,"Bergamot, Sea notes","Jasmine, Cardamom","Amber, Vetiver, White Musk",A fresh and salty fragrance that captures the essence of a summer day by the sea with a blend of floral and spicy notes.,4.2,Long-lasting,Spring & Summer,Casual (Daytime),$$,Strong
Women,Lancome,La Vie Est Belle,"Iris, Patchouli, Pear","Jasmine, Orange Blossom","Vanilla, Tonka Bean, Praline",A sweet and elegant fragrance with a hint of gourmand,4.7,Long-lasting,Fall & Winter,Casual (Evening),$$$,Heavy
Women,Lancome,Trésor,"Pineapple, Peach, Rose","Heliotrope, Jasmine, Lily of the Valley","Vanilla, Musk, Sandalwood",A classic floral scent with a touch of fruitiness,4.7,Long-lasting,Fall & Winter,Casual (Evening),$$,Moderate
Women,Lancome,Idôle,"Bergamot, Pear, Pink Peppercorn","Jasmine, Rose, Lily of the Valley","Vanilla, Musk","A modern, clean fragrance with a focus on floral notes",4.6,Moderate,All Seasons,Casual (Daytime),$$$,Moderate
Women,Lancome,Miracle,"Lychee, Freesia, Ginger","Magnolia, Jasmine, Pepper","Amber, Musk, Jasmine",A bright and refreshing scent with a spicy kick,4.6,Moderate,All Seasons,Casual (Daytime),$$,Moderate
Women,Lancome,Poême,"Datura, Narcissus, Mandarin","Mimosa, Freesia, Rose","Vanilla, Tonka Bean, Amber",A complex and bold fragrance with a mix of floral and oriental notes,4.6,Long-lasting,Fall & Winter,Casual (Evening),$$$,Heavy
Women,Lancome,O de Lancôme,"Bergamot, Lemon, Mandarin","Basil, Jasmine, Honeysuckle","Oakmoss, Vetiver, Patchouli",A fresh and light scent that's perfect for everyday wear,4.5,Short,Spring & Summer,Casual (Daytime),$,Soft
Women,Lancome,Magie Noire,"Hyacinth, Raspberry, Bulgarian Rose","Jasmine, Cinnamon, Ylang-Ylang","Amber, Musk, Patchouli",A mysterious and sensual fragrance with a hint of spice,4.5,Long-lasting,Fall & Winter,Casual (Evening),$$,Heavy
Women,Lancome,Trésor Midnight Rose,"Raspberry, Blackcurrant, Rose","Jasmine, Peony, Pink Pepper","Vanilla, Cedar, Musk",A fruity and floral scent with a romantic feel,4.5,Moderate,Fall & Winter,Casual (Evening),$$,Moderate
Women,Lancome,Hypnôse,"Passionflower, Vanilla, Vetiver","Jasmine, Gardenia, Iris","Vetiver, Vanilla, Woods",A sensual and captivating fragrance with a hint of vanilla,4.5,Long-lasting,Fall & Winter,Casual (Evening),$$$,Heavy
Women,Lancome,Ô de l'Orangerie,"Orange Blossom, Mandarin, Bergamot","Lemon, Jasmine, Neroli","Cedar, Benzoin, Musk",A fresh and citrusy scent with a hint of sweetness,4.4,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Lancome,Oui,"Mandarin, Cassis, Pear","Jasmine, Rose, Peony","Cedarwood, Ambroxan, Musk",A fresh and fruity fragrance that is perfect for spring and summer.,4.5,Moderate to long-lasting,Fall & Winter,Formal (All),$$$,Strong
Women,Lanvin,Eclat d’Arpege,"Green Lilac, Lemon, Peach Blossom","Peony, Wisteria, Tea, Chinese Osmanthus","Musk, Amber, Cedar",A floral fruity fragrance for women. A delicate and romantic scent with a blend of floral and fruity notes that create a refreshing and feminine aroma.,4.4,Moderate to long-lasting,Spring & Summer,Casual (All),$$,Moderate
Men,Le Labo,Santal 33,"Cardamom, Iris, Violet","Sandalwood, Cedarwood, Leather","Amber, Vanilla, Musk","A woody, aromatic fragrance that blends notes of cardamom and iris with a base of sandalwood and cedarwood, with a hint of vanilla and musk. It's a unisex fragrance that has become a cult classic.",4.6,Long-lasting,All Seasons,All,$$$,Moderate
Men,Le Labo,Bergamote 22,"Bergamot, Grapefruit, Petit Grain","Orange Blossom, Green Notes, Amber","Musk, Vetiver, Cedarwood","This fragrance is a blend of bergamot and grapefruit, with heart notes of orange blossom and green notes, and a base of musk, vetiver, and cedarwood. It's a refreshing and energizing scent that's perfect for warm weather.",4.3,Long-lasting,All Seasons,All,$$$,Moderate
Men,Le Labo,Rose 31,"Rose, Cumin, Cedar","Rose, Violet, Amber","Cedar, Musk, Guaiac Wood","A warm, spicy fragrance that's perfect for fall and winter. It combines notes of rose, cumin, and cedar with heart notes of rose and violet, and a base of cedar, musk, and guaiac wood. It's a unisex fragrance that's both elegant and seductive.",4.4,Long-lasting,All Seasons,All,$$$,Moderate
Men,Le Labo,The Noir 29,"Bergamot, Fig, Bay Leaves","Cedarwood, Vetiver, Musk","Tonka Bean, Vanilla, Blonde Woods","This fragrance combines the freshness of bergamot with the warmth of fig and bay leaves, and a base of tonka bean, vanilla, and blonde woods. It's a unisex fragrance that's both sophisticated and mysterious.",4.3,Long-lasting,All Seasons,All,$$$,Moderate
Men,Le Labo,AnOther 13,"Ambroxan, Jasmine, Moss","Ambrette Seeds, Pear, Musk","Musk, Amber, Woody Notes","This fragrance features notes of ambroxan, jasmine, and moss, with heart notes of ambrette seeds, pear, and musk, and a base of musk, amber, and woody notes. It's a unisex fragrance that's fresh, clean, and easy to wear.",4.2,Long-lasting,All Seasons,All,$$$,Moderate
Men,Le Labo,Thé Noir 29,"Bergamot, Fig, Bay Leaves","Cedarwood, Vetiver, Musk","Tonka Bean, Vanilla, Blonde Woods","A unisex fragrance that features notes of bergamot, fig, and bay leaves, with heart notes of cedarwood, vetiver, and musk, and a base of tonka bean, vanilla, and blonde woods. It's a warm and inviting scent that's perfect for fall and winter.",4.2,Long-lasting,All Seasons,All,$$$,Moderate
Men,Le Labo,Vetiver 46,"Bergamot, Black Pepper, Pink Pepper","Vetiver, Cedarwood, Labdanum","Amber, Vanilla, Musk","This fragrance features notes of bergamot, black pepper, and pink pepper, with heart notes of vetiver, cedarwood, and labdanum, and a base of amber, vanilla, and musk. It's a unisex fragrance that's both spicy and woody.",4.2,Long-lasting,All Seasons,All,$$$,Moderate
Men,Le Labo,Iris 39,"Iris, Patchouli, Cardamom","Violet, Carrot, Musk","Leather, Amber, Vanilla","A unisex fragrance that features notes of iris, patchouli",4.3,Long-lasting,All Seasons,All,$$$,Moderate
Unisex,Le Labo,Santal 33,"Sandalwood, Virginia Cedar, Cardamom","Violet, Iris, Ambrox","Leather, Sandalwood, Cedar",A woody and spicy fragrance that is warm and luxurious. It is a unisex fragrance with a smoky and leathery base.,4.4,Moderate,All Seasons,All,$$$,Moderate
Unisex,Le Labo,Santal 33,"Cardamom, Iris, Australian Sandalwood","Papyrus, Cedarwood, Leather","Amber, Vanilla, Vetiver","A woody, aromatic fragrance with a creamy and leathery finish. The sandalwood accord is combined with spices, leather, and musk.",4.3,Moderate,All Seasons,Casual (Daytime),$$,Moderate
Unisex,Le Labo,Bergamote 22,"Bergamot, Grapefruit, Petitgrain","Orange blossom, Amber, Vetiver","Musk, Amber, Vanilla",A fresh and spicy fragrance with a bitter and citrusy aroma,4.2,Moderate to long-lasting,Spring & Summer,Casual (All),$$$,Moderate projection
Unisex,Le Labo,The Noir 29,"Bergamot, Fig, Bay Leaves, Cedarwood, Vetiver","Musk, Amber, Black Pepper, Patchouli, Gaiac Wood","Tobacco, Hay, Oakmoss, Leather",The Noir 29 is a bold and mysterious fragrance that combines sweet and spicy notes with earthy and woody tones. This unisex scent is perfect for anyone who wants to make a statement.,4.2,Moderate to long-lasting,Fall & Winter,Formal (All),$$$,Moderate projection
Unisex,Le Labo,Patchouli 24,"Patchouli, Birch Tar, Styrax","Vanilla, Woods","Musk, Leather","A unisex fragrance that features top notes of patchouli, birch tar, and styrax, followed by a heart of vanilla and woods, and finished with musk and leather. A warm and smoky scent.",4.2,Long-lasting,Fall & Winter,Formal (All),$$$,Strong projection
